 [2025-11-15 14:27:52] iteration        1/30517578 | consumed samples:           64 | elapsed time per iteration (ms): 109254.3 | throughput per GPU (TFLOP/s/GPU): 121.6 | learning rate: 1.310719E-09 | decoupled learning rate: 3.276798E-09 | global batch size:    64 | lm loss: 1.195438E+01 | loss scale: 1.0 | grad norm: 80.555 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:45:25] iteration      132/30517578 | consumed samples:         8448 | elapsed time per iteration (ms): 35168.3 | throughput per GPU (TFLOP/s/GPU): 377.9 | learning rate: 1.730150E-07 | decoupled learning rate: 4.325374E-07 | global batch size:    64 | lm loss: 2.543928E-01 | loss scale: 1.0 | grad norm: 14.555 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:45:59] iteration      133/30517578 | consumed samples:         8512 | elapsed time per iteration (ms): 34661.1 | throughput per GPU (TFLOP/s/GPU): 383.4 | learning rate: 1.743257E-07 | decoupled learning rate: 4.358142E-07 | global batch size:    64 | lm loss: 2.190755E-01 | loss scale: 1.0 | grad norm: 11.556 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:46:34] iteration      134/30517578 | consumed samples:         8576 | elapsed time per iteration (ms): 34191.3 | throughput per GPU (TFLOP/s/GPU): 388.7 | learning rate: 1.756364E-07 | decoupled learning rate: 4.390910E-07 | global batch size:    64 | lm loss: 2.055467E-01 | loss scale: 1.0 | grad norm: 12.088 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:47:07] iteration      135/30517578 | consumed samples:         8640 | elapsed time per iteration (ms): 33682.8 | throughput per GPU (TFLOP/s/GPU): 394.5 | learning rate: 1.769471E-07 | decoupled learning rate: 4.423678E-07 | global batch size:    64 | lm loss: 1.921760E-01 | loss scale: 1.0 | grad norm: 12.276 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:47:42] iteration      136/30517578 | consumed samples:         8704 | elapsed time per iteration (ms): 34813.3 | throughput per GPU (TFLOP/s/GPU): 381.7 | learning rate: 1.782578E-07 | decoupled learning rate: 4.456446E-07 | global batch size:    64 | lm loss: 1.935885E-01 | loss scale: 1.0 | grad norm: 13.244 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:48:17] iteration      137/30517578 | consumed samples:         8768 | elapsed time per iteration (ms): 34747.3 | throughput per GPU (TFLOP/s/GPU): 382.4 | learning rate: 1.795685E-07 | decoupled learning rate: 4.489214E-07 | global batch size:    64 | lm loss: 2.014781E-01 | loss scale: 1.0 | grad norm: 13.393 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:48:51] iteration      138/30517578 | consumed samples:         8832 | elapsed time per iteration (ms): 34405.0 | throughput per GPU (TFLOP/s/GPU): 386.2 | learning rate: 1.808793E-07 | decoupled learning rate: 4.521982E-07 | global batch size:    64 | lm loss: 1.934286E-01 | loss scale: 1.0 | grad norm: 10.492 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:49:25] iteration      139/30517578 | consumed samples:         8896 | elapsed time per iteration (ms): 33528.2 | throughput per GPU (TFLOP/s/GPU): 396.3 | learning rate: 1.821900E-07 | decoupled learning rate: 4.554750E-07 | global batch size:    64 | lm loss: 1.959833E-01 | loss scale: 1.0 | grad norm: 11.746 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:49:58] iteration      140/30517578 | consumed samples:         8960 | elapsed time per iteration (ms): 33644.0 | throughput per GPU (TFLOP/s/GPU): 395.0 | learning rate: 1.835007E-07 | decoupled learning rate: 4.587518E-07 | global batch size:    64 | lm loss: 1.635750E-01 | loss scale: 1.0 | grad norm: 9.457 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:50:33] iteration      141/30517578 | consumed samples:         9024 | elapsed time per iteration (ms): 34438.1 | throughput per GPU (TFLOP/s/GPU): 385.9 | learning rate: 1.848114E-07 | decoupled learning rate: 4.620286E-07 | global batch size:    64 | lm loss: 1.719531E-01 | loss scale: 1.0 | grad norm: 9.229 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:51:08] iteration      142/30517578 | consumed samples:         9088 | elapsed time per iteration (ms): 34741.7 | throughput per GPU (TFLOP/s/GPU): 382.5 | learning rate: 1.861222E-07 | decoupled learning rate: 4.653054E-07 | global batch size:    64 | lm loss: 1.735965E-01 | loss scale: 1.0 | grad norm: 9.556 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:51:42] iteration      143/30517578 | consumed samples:         9152 | elapsed time per iteration (ms): 34610.8 | throughput per GPU (TFLOP/s/GPU): 383.9 | learning rate: 1.874329E-07 | decoupled learning rate: 4.685822E-07 | global batch size:    64 | lm loss: 1.606352E-01 | loss scale: 1.0 | grad norm: 9.364 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:52:18] iteration      144/30517578 | consumed samples:         9216 | elapsed time per iteration (ms): 35415.3 | throughput per GPU (TFLOP/s/GPU): 375.2 | learning rate: 1.887436E-07 | decoupled learning rate: 4.718590E-07 | global batch size:    64 | lm loss: 1.556986E-01 | loss scale: 1.0 | grad norm: 8.755 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:52:52] iteration      145/30517578 | consumed samples:         9280 | elapsed time per iteration (ms): 34171.5 | throughput per GPU (TFLOP/s/GPU): 388.9 | learning rate: 1.900543E-07 | decoupled learning rate: 4.751358E-07 | global batch size:    64 | lm loss: 1.531744E-01 | loss scale: 1.0 | grad norm: 8.770 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:53:27] iteration      146/30517578 | consumed samples:         9344 | elapsed time per iteration (ms): 35201.4 | throughput per GPU (TFLOP/s/GPU): 377.5 | learning rate: 1.913650E-07 | decoupled learning rate: 4.784126E-07 | global batch size:    64 | lm loss: 1.401674E-01 | loss scale: 1.0 | grad norm: 8.583 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:54:01] iteration      147/30517578 | consumed samples:         9408 | elapsed time per iteration (ms): 34096.9 | throughput per GPU (TFLOP/s/GPU): 389.7 | learning rate: 1.926757E-07 | decoupled learning rate: 4.816894E-07 | global batch size:    64 | lm loss: 1.315352E-01 | loss scale: 1.0 | grad norm: 7.279 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:54:35] iteration      148/30517578 | consumed samples:         9472 | elapsed time per iteration (ms): 33587.0 | throughput per GPU (TFLOP/s/GPU): 395.6 | learning rate: 1.939865E-07 | decoupled learning rate: 4.849662E-07 | global batch size:    64 | lm loss: 1.401463E-01 | loss scale: 1.0 | grad norm: 9.856 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:55:09] iteration      149/30517578 | consumed samples:         9536 | elapsed time per iteration (ms): 34307.4 | throughput per GPU (TFLOP/s/GPU): 387.3 | learning rate: 1.952972E-07 | decoupled learning rate: 4.882430E-07 | global batch size:    64 | lm loss: 1.283575E-01 | loss scale: 1.0 | grad norm: 8.146 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:55:43] iteration      150/30517578 | consumed samples:         9600 | elapsed time per iteration (ms): 33695.4 | throughput per GPU (TFLOP/s/GPU): 394.4 | learning rate: 1.966079E-07 | decoupled learning rate: 4.915197E-07 | global batch size:    64 | lm loss: 1.144804E-01 | loss scale: 1.0 | grad norm: 8.165 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:56:17] iteration      151/30517578 | consumed samples:         9664 | elapsed time per iteration (ms): 34698.9 | throughput per GPU (TFLOP/s/GPU): 383.0 | learning rate: 1.979186E-07 | decoupled learning rate: 4.947965E-07 | global batch size:    64 | lm loss: 1.218839E-01 | loss scale: 1.0 | grad norm: 13.779 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:56:52] iteration      152/30517578 | consumed samples:         9728 | elapsed time per iteration (ms): 34824.2 | throughput per GPU (TFLOP/s/GPU): 381.6 | learning rate: 1.992293E-07 | decoupled learning rate: 4.980733E-07 | global batch size:    64 | lm loss: 1.311949E-01 | loss scale: 1.0 | grad norm: 9.241 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:57:26] iteration      153/30517578 | consumed samples:         9792 | elapsed time per iteration (ms): 33913.5 | throughput per GPU (TFLOP/s/GPU): 391.8 | learning rate: 2.005401E-07 | decoupled learning rate: 5.013501E-07 | global batch size:    64 | lm loss: 1.179399E-01 | loss scale: 1.0 | grad norm: 6.982 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:58:00] iteration      154/30517578 | consumed samples:         9856 | elapsed time per iteration (ms): 33841.5 | throughput per GPU (TFLOP/s/GPU): 392.7 | learning rate: 2.018508E-07 | decoupled learning rate: 5.046269E-07 | global batch size:    64 | lm loss: 1.079673E-01 | loss scale: 1.0 | grad norm: 6.260 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:58:36] iteration      155/30517578 | consumed samples:         9920 | elapsed time per iteration (ms): 35619.2 | throughput per GPU (TFLOP/s/GPU): 373.1 | learning rate: 2.031615E-07 | decoupled learning rate: 5.079037E-07 | global batch size:    64 | lm loss: 1.170662E-01 | loss scale: 1.0 | grad norm: 11.061 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:59:11] iteration      156/30517578 | consumed samples:         9984 | elapsed time per iteration (ms): 34995.5 | throughput per GPU (TFLOP/s/GPU): 379.7 | learning rate: 2.044722E-07 | decoupled learning rate: 5.111805E-07 | global batch size:    64 | lm loss: 1.125478E-01 | loss scale: 1.0 | grad norm: 7.221 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:59:45] iteration      157/30517578 | consumed samples:        10048 | elapsed time per iteration (ms): 34009.0 | throughput per GPU (TFLOP/s/GPU): 390.7 | learning rate: 2.057829E-07 | decoupled learning rate: 5.144573E-07 | global batch size:    64 | lm loss: 1.024834E-01 | loss scale: 1.0 | grad norm: 6.341 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:00:19] iteration      158/30517578 | consumed samples:        10112 | elapsed time per iteration (ms): 34121.8 | throughput per GPU (TFLOP/s/GPU): 389.4 | learning rate: 2.070936E-07 | decoupled learning rate: 5.177341E-07 | global batch size:    64 | lm loss: 1.013748E-01 | loss scale: 1.0 | grad norm: 6.408 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:00:53] iteration      159/30517578 | consumed samples:        10176 | elapsed time per iteration (ms): 34358.2 | throughput per GPU (TFLOP/s/GPU): 386.8 | learning rate: 2.084044E-07 | decoupled learning rate: 5.210109E-07 | global batch size:    64 | lm loss: 9.629250E-02 | loss scale: 1.0 | grad norm: 9.163 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:01:28] iteration      160/30517578 | consumed samples:        10240 | elapsed time per iteration (ms): 34367.6 | throughput per GPU (TFLOP/s/GPU): 386.7 | learning rate: 2.097151E-07 | decoupled learning rate: 5.242877E-07 | global batch size:    64 | lm loss: 1.043309E-01 | loss scale: 1.0 | grad norm: 7.060 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:02:02] iteration      161/30517578 | consumed samples:        10304 | elapsed time per iteration (ms): 34393.4 | throughput per GPU (TFLOP/s/GPU): 386.4 | learning rate: 2.110258E-07 | decoupled learning rate: 5.275645E-07 | global batch size:    64 | lm loss: 9.436135E-02 | loss scale: 1.0 | grad norm: 5.616 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:02:37] iteration      162/30517578 | consumed samples:        10368 | elapsed time per iteration (ms): 34880.2 | throughput per GPU (TFLOP/s/GPU): 381.0 | learning rate: 2.123365E-07 | decoupled learning rate: 5.308413E-07 | global batch size:    64 | lm loss: 1.111467E-01 | loss scale: 1.0 | grad norm: 18.176 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:03:12] iteration      163/30517578 | consumed samples:        10432 | elapsed time per iteration (ms): 35577.6 | throughput per GPU (TFLOP/s/GPU): 373.5 | learning rate: 2.136473E-07 | decoupled learning rate: 5.341181E-07 | global batch size:    64 | lm loss: 9.797496E-02 | loss scale: 1.0 | grad norm: 7.099 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:03:47] iteration      164/30517578 | consumed samples:        10496 | elapsed time per iteration (ms): 34778.8 | throughput per GPU (TFLOP/s/GPU): 382.1 | learning rate: 2.149580E-07 | decoupled learning rate: 5.373949E-07 | global batch size:    64 | lm loss: 9.597465E-02 | loss scale: 1.0 | grad norm: 5.551 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:04:23] iteration      165/30517578 | consumed samples:        10560 | elapsed time per iteration (ms): 35659.3 | throughput per GPU (TFLOP/s/GPU): 372.7 | learning rate: 2.162687E-07 | decoupled learning rate: 5.406717E-07 | global batch size:    64 | lm loss: 8.288470E-02 | loss scale: 1.0 | grad norm: 4.943 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:04:57] iteration      166/30517578 | consumed samples:        10624 | elapsed time per iteration (ms): 34216.0 | throughput per GPU (TFLOP/s/GPU): 388.4 | learning rate: 2.175794E-07 | decoupled learning rate: 5.439485E-07 | global batch size:    64 | lm loss: 9.314236E-02 | loss scale: 1.0 | grad norm: 7.012 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:05:32] iteration      167/30517578 | consumed samples:        10688 | elapsed time per iteration (ms): 34583.1 | throughput per GPU (TFLOP/s/GPU): 384.3 | learning rate: 2.188901E-07 | decoupled learning rate: 5.472253E-07 | global batch size:    64 | lm loss: 7.472323E-02 | loss scale: 1.0 | grad norm: 4.937 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:06:07] iteration      168/30517578 | consumed samples:        10752 | elapsed time per iteration (ms): 34958.5 | throughput per GPU (TFLOP/s/GPU): 380.1 | learning rate: 2.202008E-07 | decoupled learning rate: 5.505021E-07 | global batch size:    64 | lm loss: 7.764320E-02 | loss scale: 1.0 | grad norm: 4.915 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:06:42] iteration      169/30517578 | consumed samples:        10816 | elapsed time per iteration (ms): 35385.6 | throughput per GPU (TFLOP/s/GPU): 375.5 | learning rate: 2.215116E-07 | decoupled learning rate: 5.537789E-07 | global batch size:    64 | lm loss: 7.915621E-02 | loss scale: 1.0 | grad norm: 4.658 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:07:17] iteration      170/30517578 | consumed samples:        10880 | elapsed time per iteration (ms): 34984.4 | throughput per GPU (TFLOP/s/GPU): 379.8 | learning rate: 2.228223E-07 | decoupled learning rate: 5.570557E-07 | global batch size:    64 | lm loss: 8.139601E-02 | loss scale: 1.0 | grad norm: 5.539 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:07:53] iteration      171/30517578 | consumed samples:        10944 | elapsed time per iteration (ms): 36473.0 | throughput per GPU (TFLOP/s/GPU): 364.3 | learning rate: 2.241330E-07 | decoupled learning rate: 5.603325E-07 | global batch size:    64 | lm loss: 8.617055E-02 | loss scale: 1.0 | grad norm: 6.555 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:08:28] iteration      172/30517578 | consumed samples:        11008 | elapsed time per iteration (ms): 34966.0 | throughput per GPU (TFLOP/s/GPU): 380.0 | learning rate: 2.254437E-07 | decoupled learning rate: 5.636093E-07 | global batch size:    64 | lm loss: 6.829190E-02 | loss scale: 1.0 | grad norm: 4.179 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:09:04] iteration      173/30517578 | consumed samples:        11072 | elapsed time per iteration (ms): 35214.4 | throughput per GPU (TFLOP/s/GPU): 377.4 | learning rate: 2.267544E-07 | decoupled learning rate: 5.668861E-07 | global batch size:    64 | lm loss: 7.214303E-02 | loss scale: 1.0 | grad norm: 4.741 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:09:39] iteration      174/30517578 | consumed samples:        11136 | elapsed time per iteration (ms): 35234.1 | throughput per GPU (TFLOP/s/GPU): 377.2 | learning rate: 2.280652E-07 | decoupled learning rate: 5.701629E-07 | global batch size:    64 | lm loss: 7.384592E-02 | loss scale: 1.0 | grad norm: 5.062 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:10:13] iteration      175/30517578 | consumed samples:        11200 | elapsed time per iteration (ms): 34637.7 | throughput per GPU (TFLOP/s/GPU): 383.6 | learning rate: 2.293759E-07 | decoupled learning rate: 5.734397E-07 | global batch size:    64 | lm loss: 6.877867E-02 | loss scale: 1.0 | grad norm: 4.402 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:10:48] iteration      176/30517578 | consumed samples:        11264 | elapsed time per iteration (ms): 35030.0 | throughput per GPU (TFLOP/s/GPU): 379.3 | learning rate: 2.306866E-07 | decoupled learning rate: 5.767165E-07 | global batch size:    64 | lm loss: 6.431063E-02 | loss scale: 1.0 | grad norm: 6.343 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:11:24] iteration      177/30517578 | consumed samples:        11328 | elapsed time per iteration (ms): 35318.9 | throughput per GPU (TFLOP/s/GPU): 376.2 | learning rate: 2.319973E-07 | decoupled learning rate: 5.799933E-07 | global batch size:    64 | lm loss: 7.063758E-02 | loss scale: 1.0 | grad norm: 4.462 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:11:59] iteration      178/30517578 | consumed samples:        11392 | elapsed time per iteration (ms): 34855.5 | throughput per GPU (TFLOP/s/GPU): 381.2 | learning rate: 2.333080E-07 | decoupled learning rate: 5.832701E-07 | global batch size:    64 | lm loss: 6.768846E-02 | loss scale: 1.0 | grad norm: 3.788 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:12:33] iteration      179/30517578 | consumed samples:        11456 | elapsed time per iteration (ms): 33862.6 | throughput per GPU (TFLOP/s/GPU): 392.4 | learning rate: 2.346188E-07 | decoupled learning rate: 5.865469E-07 | global batch size:    64 | lm loss: 6.677619E-02 | loss scale: 1.0 | grad norm: 3.773 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:13:07] iteration      180/30517578 | consumed samples:        11520 | elapsed time per iteration (ms): 34352.9 | throughput per GPU (TFLOP/s/GPU): 386.8 | learning rate: 2.359295E-07 | decoupled learning rate: 5.898237E-07 | global batch size:    64 | lm loss: 6.027680E-02 | loss scale: 1.0 | grad norm: 4.569 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:13:41] iteration      181/30517578 | consumed samples:        11584 | elapsed time per iteration (ms): 34278.1 | throughput per GPU (TFLOP/s/GPU): 387.7 | learning rate: 2.372402E-07 | decoupled learning rate: 5.931005E-07 | global batch size:    64 | lm loss: 6.049183E-02 | loss scale: 1.0 | grad norm: 4.520 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:14:16] iteration      182/30517578 | consumed samples:        11648 | elapsed time per iteration (ms): 34699.9 | throughput per GPU (TFLOP/s/GPU): 383.0 | learning rate: 2.385509E-07 | decoupled learning rate: 5.963773E-07 | global batch size:    64 | lm loss: 5.786853E-02 | loss scale: 1.0 | grad norm: 3.509 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:14:50] iteration      183/30517578 | consumed samples:        11712 | elapsed time per iteration (ms): 33960.1 | throughput per GPU (TFLOP/s/GPU): 391.3 | learning rate: 2.398616E-07 | decoupled learning rate: 5.996541E-07 | global batch size:    64 | lm loss: 5.782269E-02 | loss scale: 1.0 | grad norm: 10.639 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:15:24] iteration      184/30517578 | consumed samples:        11776 | elapsed time per iteration (ms): 33883.6 | throughput per GPU (TFLOP/s/GPU): 392.2 | learning rate: 2.411724E-07 | decoupled learning rate: 6.029309E-07 | global batch size:    64 | lm loss: 6.457350E-02 | loss scale: 1.0 | grad norm: 5.017 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:15:58] iteration      185/30517578 | consumed samples:        11840 | elapsed time per iteration (ms): 33804.1 | throughput per GPU (TFLOP/s/GPU): 393.1 | learning rate: 2.424831E-07 | decoupled learning rate: 6.062077E-07 | global batch size:    64 | lm loss: 5.483881E-02 | loss scale: 1.0 | grad norm: 3.270 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:16:32] iteration      186/30517578 | consumed samples:        11904 | elapsed time per iteration (ms): 34305.3 | throughput per GPU (TFLOP/s/GPU): 387.4 | learning rate: 2.437938E-07 | decoupled learning rate: 6.094845E-07 | global batch size:    64 | lm loss: 5.001851E-02 | loss scale: 1.0 | grad norm: 3.786 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:17:06] iteration      187/30517578 | consumed samples:        11968 | elapsed time per iteration (ms): 33848.4 | throughput per GPU (TFLOP/s/GPU): 392.6 | learning rate: 2.451045E-07 | decoupled learning rate: 6.127613E-07 | global batch size:    64 | lm loss: 5.109240E-02 | loss scale: 1.0 | grad norm: 3.084 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:17:41] iteration      188/30517578 | consumed samples:        12032 | elapsed time per iteration (ms): 34967.8 | throughput per GPU (TFLOP/s/GPU): 380.0 | learning rate: 2.464152E-07 | decoupled learning rate: 6.160381E-07 | global batch size:    64 | lm loss: 5.505446E-02 | loss scale: 1.0 | grad norm: 4.887 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:18:15] iteration      189/30517578 | consumed samples:        12096 | elapsed time per iteration (ms): 34355.7 | throughput per GPU (TFLOP/s/GPU): 386.8 | learning rate: 2.477259E-07 | decoupled learning rate: 6.193149E-07 | global batch size:    64 | lm loss: 5.046283E-02 | loss scale: 1.0 | grad norm: 10.436 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:18:49] iteration      190/30517578 | consumed samples:        12160 | elapsed time per iteration (ms): 33852.2 | throughput per GPU (TFLOP/s/GPU): 392.5 | learning rate: 2.490367E-07 | decoupled learning rate: 6.225917E-07 | global batch size:    64 | lm loss: 5.205369E-02 | loss scale: 1.0 | grad norm: 4.063 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:19:23] iteration      191/30517578 | consumed samples:        12224 | elapsed time per iteration (ms): 33956.8 | throughput per GPU (TFLOP/s/GPU): 391.3 | learning rate: 2.503474E-07 | decoupled learning rate: 6.258685E-07 | global batch size:    64 | lm loss: 5.094631E-02 | loss scale: 1.0 | grad norm: 3.397 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:19:57] iteration      192/30517578 | consumed samples:        12288 | elapsed time per iteration (ms): 34203.6 | throughput per GPU (TFLOP/s/GPU): 388.5 | learning rate: 2.516581E-07 | decoupled learning rate: 6.291453E-07 | global batch size:    64 | lm loss: 5.050336E-02 | loss scale: 1.0 | grad norm: 6.920 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:20:32] iteration      193/30517578 | consumed samples:        12352 | elapsed time per iteration (ms): 35087.6 | throughput per GPU (TFLOP/s/GPU): 378.7 | learning rate: 2.529688E-07 | decoupled learning rate: 6.324221E-07 | global batch size:    64 | lm loss: 5.053588E-02 | loss scale: 1.0 | grad norm: 4.361 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:21:07] iteration      194/30517578 | consumed samples:        12416 | elapsed time per iteration (ms): 34702.4 | throughput per GPU (TFLOP/s/GPU): 382.9 | learning rate: 2.542795E-07 | decoupled learning rate: 6.356989E-07 | global batch size:    64 | lm loss: 4.917204E-02 | loss scale: 1.0 | grad norm: 2.994 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:21:43] iteration      195/30517578 | consumed samples:        12480 | elapsed time per iteration (ms): 36649.8 | throughput per GPU (TFLOP/s/GPU): 362.6 | learning rate: 2.555903E-07 | decoupled learning rate: 6.389757E-07 | global batch size:    64 | lm loss: 4.453711E-02 | loss scale: 1.0 | grad norm: 2.913 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:22:19] iteration      196/30517578 | consumed samples:        12544 | elapsed time per iteration (ms): 35071.1 | throughput per GPU (TFLOP/s/GPU): 378.9 | learning rate: 2.569010E-07 | decoupled learning rate: 6.422525E-07 | global batch size:    64 | lm loss: 4.346729E-02 | loss scale: 1.0 | grad norm: 3.153 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:22:54] iteration      197/30517578 | consumed samples:        12608 | elapsed time per iteration (ms): 35346.8 | throughput per GPU (TFLOP/s/GPU): 375.9 | learning rate: 2.582117E-07 | decoupled learning rate: 6.455293E-07 | global batch size:    64 | lm loss: 4.253853E-02 | loss scale: 1.0 | grad norm: 3.466 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:23:29] iteration      198/30517578 | consumed samples:        12672 | elapsed time per iteration (ms): 34891.8 | throughput per GPU (TFLOP/s/GPU): 380.9 | learning rate: 2.595224E-07 | decoupled learning rate: 6.488061E-07 | global batch size:    64 | lm loss: 4.198801E-02 | loss scale: 1.0 | grad norm: 2.818 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:24:05] iteration      199/30517578 | consumed samples:        12736 | elapsed time per iteration (ms): 36228.6 | throughput per GPU (TFLOP/s/GPU): 366.8 | learning rate: 2.608331E-07 | decoupled learning rate: 6.520829E-07 | global batch size:    64 | lm loss: 4.671131E-02 | loss scale: 1.0 | grad norm: 9.527 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:24:40] iteration      200/30517578 | consumed samples:        12800 | elapsed time per iteration (ms): 35056.7 | throughput per GPU (TFLOP/s/GPU): 379.1 | learning rate: 2.621439E-07 | decoupled learning rate: 6.553597E-07 | global batch size:    64 | lm loss: 5.437560E-02 | loss scale: 1.0 | grad norm: 4.433 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:25:16] iteration      201/30517578 | consumed samples:        12864 | elapsed time per iteration (ms): 35474.9 | throughput per GPU (TFLOP/s/GPU): 374.6 | learning rate: 2.634546E-07 | decoupled learning rate: 6.586365E-07 | global batch size:    64 | lm loss: 4.388940E-02 | loss scale: 1.0 | grad norm: 3.249 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:25:52] iteration      202/30517578 | consumed samples:        12928 | elapsed time per iteration (ms): 36244.1 | throughput per GPU (TFLOP/s/GPU): 366.6 | learning rate: 2.647653E-07 | decoupled learning rate: 6.619133E-07 | global batch size:    64 | lm loss: 4.129955E-02 | loss scale: 1.0 | grad norm: 2.617 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:26:27] iteration      203/30517578 | consumed samples:        12992 | elapsed time per iteration (ms): 35614.6 | throughput per GPU (TFLOP/s/GPU): 373.1 | learning rate: 2.660760E-07 | decoupled learning rate: 6.651901E-07 | global batch size:    64 | lm loss: 4.920733E-02 | loss scale: 1.0 | grad norm: 3.683 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 16:27:03] iteration      204/30517578 | consumed samples:        13056 | elapsed time per iteration (ms): 35727.5 | throughput per GPU (TFLOP/s/GPU): 371.9 | learning rate: 2.673868E-07 | decoupled learning rate: 6.684669E-07 | global batch size:    64 | lm loss: 3.753649E-02 | loss scale: 1.0 | grad norm: 4.993 | number of skipped iterations:   0 | number of nan iterations:   0 |
