 [2025-11-16 17:42:20] iteration        1/30517578 | consumed samples:           64 | elapsed time per iteration (ms): 111053.3 | throughput per GPU (TFLOP/s/GPU): 119.7 | learning rate: 1.310719E-09 | decoupled learning rate: 3.276798E-09 | global batch size:    64 | lm loss: 1.195438E+01 | loss scale: 1.0 | grad norm: 80.507 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 18:53:52] iteration      118/30517578 | consumed samples:         7552 | elapsed time per iteration (ms): 34933.6 | throughput per GPU (TFLOP/s/GPU): 380.4 | learning rate: 1.546649E-07 | decoupled learning rate: 3.866622E-07 | global batch size:    64 | lm loss: 3.791063E-01 | loss scale: 1.0 | grad norm: 20.911 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 18:54:26] iteration      119/30517578 | consumed samples:         7616 | elapsed time per iteration (ms): 34160.2 | throughput per GPU (TFLOP/s/GPU): 389.0 | learning rate: 1.559756E-07 | decoupled learning rate: 3.899390E-07 | global batch size:    64 | lm loss: 3.954469E-01 | loss scale: 1.0 | grad norm: 29.113 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 18:55:01] iteration      120/30517578 | consumed samples:         7680 | elapsed time per iteration (ms): 34997.6 | throughput per GPU (TFLOP/s/GPU): 379.7 | learning rate: 1.572863E-07 | decoupled learning rate: 3.932158E-07 | global batch size:    64 | lm loss: 3.721840E-01 | loss scale: 1.0 | grad norm: 22.507 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 18:55:36] iteration      121/30517578 | consumed samples:         7744 | elapsed time per iteration (ms): 34828.7 | throughput per GPU (TFLOP/s/GPU): 381.5 | learning rate: 1.585970E-07 | decoupled learning rate: 3.964926E-07 | global batch size:    64 | lm loss: 3.295054E-01 | loss scale: 1.0 | grad norm: 18.013 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 18:56:13] iteration      122/30517578 | consumed samples:         7808 | elapsed time per iteration (ms): 36395.6 | throughput per GPU (TFLOP/s/GPU): 365.1 | learning rate: 1.599078E-07 | decoupled learning rate: 3.997694E-07 | global batch size:    64 | lm loss: 3.279712E-01 | loss scale: 1.0 | grad norm: 22.766 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 18:56:50] iteration      123/30517578 | consumed samples:         7872 | elapsed time per iteration (ms): 37640.8 | throughput per GPU (TFLOP/s/GPU): 353.0 | learning rate: 1.612185E-07 | decoupled learning rate: 4.030462E-07 | global batch size:    64 | lm loss: 3.315147E-01 | loss scale: 1.0 | grad norm: 19.485 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 18:57:27] iteration      124/30517578 | consumed samples:         7936 | elapsed time per iteration (ms): 36343.2 | throughput per GPU (TFLOP/s/GPU): 365.6 | learning rate: 1.625292E-07 | decoupled learning rate: 4.063230E-07 | global batch size:    64 | lm loss: 2.996641E-01 | loss scale: 1.0 | grad norm: 16.815 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 18:58:04] iteration      125/30517578 | consumed samples:         8000 | elapsed time per iteration (ms): 37149.1 | throughput per GPU (TFLOP/s/GPU): 357.7 | learning rate: 1.638399E-07 | decoupled learning rate: 4.095998E-07 | global batch size:    64 | lm loss: 2.771290E-01 | loss scale: 1.0 | grad norm: 13.536 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 18:58:41] iteration      126/30517578 | consumed samples:         8064 | elapsed time per iteration (ms): 37489.0 | throughput per GPU (TFLOP/s/GPU): 354.5 | learning rate: 1.651506E-07 | decoupled learning rate: 4.128766E-07 | global batch size:    64 | lm loss: 2.711855E-01 | loss scale: 1.0 | grad norm: 15.186 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 18:59:19] iteration      127/30517578 | consumed samples:         8128 | elapsed time per iteration (ms): 37168.4 | throughput per GPU (TFLOP/s/GPU): 357.5 | learning rate: 1.664613E-07 | decoupled learning rate: 4.161534E-07 | global batch size:    64 | lm loss: 2.553677E-01 | loss scale: 1.0 | grad norm: 14.008 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 18:59:54] iteration      128/30517578 | consumed samples:         8192 | elapsed time per iteration (ms): 35420.1 | throughput per GPU (TFLOP/s/GPU): 375.2 | learning rate: 1.677721E-07 | decoupled learning rate: 4.194302E-07 | global batch size:    64 | lm loss: 2.535664E-01 | loss scale: 1.0 | grad norm: 15.463 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:00:30] iteration      129/30517578 | consumed samples:         8256 | elapsed time per iteration (ms): 36462.5 | throughput per GPU (TFLOP/s/GPU): 364.4 | learning rate: 1.690828E-07 | decoupled learning rate: 4.227070E-07 | global batch size:    64 | lm loss: 2.574933E-01 | loss scale: 1.0 | grad norm: 15.508 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:01:06] iteration      130/30517578 | consumed samples:         8320 | elapsed time per iteration (ms): 35504.6 | throughput per GPU (TFLOP/s/GPU): 374.3 | learning rate: 1.703935E-07 | decoupled learning rate: 4.259838E-07 | global batch size:    64 | lm loss: 2.511676E-01 | loss scale: 1.0 | grad norm: 14.890 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:01:40] iteration      131/30517578 | consumed samples:         8384 | elapsed time per iteration (ms): 34179.7 | throughput per GPU (TFLOP/s/GPU): 388.8 | learning rate: 1.717042E-07 | decoupled learning rate: 4.292606E-07 | global batch size:    64 | lm loss: 2.212499E-01 | loss scale: 1.0 | grad norm: 11.644 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:02:15] iteration      132/30517578 | consumed samples:         8448 | elapsed time per iteration (ms): 34604.0 | throughput per GPU (TFLOP/s/GPU): 384.0 | learning rate: 1.730150E-07 | decoupled learning rate: 4.325374E-07 | global batch size:    64 | lm loss: 2.543598E-01 | loss scale: 1.0 | grad norm: 14.537 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:02:48] iteration      133/30517578 | consumed samples:         8512 | elapsed time per iteration (ms): 33568.9 | throughput per GPU (TFLOP/s/GPU): 395.9 | learning rate: 1.743257E-07 | decoupled learning rate: 4.358142E-07 | global batch size:    64 | lm loss: 2.193080E-01 | loss scale: 1.0 | grad norm: 11.600 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:03:23] iteration      134/30517578 | consumed samples:         8576 | elapsed time per iteration (ms): 34411.0 | throughput per GPU (TFLOP/s/GPU): 386.2 | learning rate: 1.756364E-07 | decoupled learning rate: 4.390910E-07 | global batch size:    64 | lm loss: 2.055479E-01 | loss scale: 1.0 | grad norm: 12.109 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:03:57] iteration      135/30517578 | consumed samples:         8640 | elapsed time per iteration (ms): 33873.3 | throughput per GPU (TFLOP/s/GPU): 392.3 | learning rate: 1.769471E-07 | decoupled learning rate: 4.423678E-07 | global batch size:    64 | lm loss: 1.922703E-01 | loss scale: 1.0 | grad norm: 12.269 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:04:32] iteration      136/30517578 | consumed samples:         8704 | elapsed time per iteration (ms): 35052.8 | throughput per GPU (TFLOP/s/GPU): 379.1 | learning rate: 1.782578E-07 | decoupled learning rate: 4.456446E-07 | global batch size:    64 | lm loss: 1.937736E-01 | loss scale: 1.0 | grad norm: 13.208 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:05:06] iteration      137/30517578 | consumed samples:         8768 | elapsed time per iteration (ms): 34067.4 | throughput per GPU (TFLOP/s/GPU): 390.1 | learning rate: 1.795685E-07 | decoupled learning rate: 4.489214E-07 | global batch size:    64 | lm loss: 2.015908E-01 | loss scale: 1.0 | grad norm: 13.469 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:05:40] iteration      138/30517578 | consumed samples:         8832 | elapsed time per iteration (ms): 34565.4 | throughput per GPU (TFLOP/s/GPU): 384.4 | learning rate: 1.808793E-07 | decoupled learning rate: 4.521982E-07 | global batch size:    64 | lm loss: 1.936949E-01 | loss scale: 1.0 | grad norm: 10.497 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:06:15] iteration      139/30517578 | consumed samples:         8896 | elapsed time per iteration (ms): 34290.3 | throughput per GPU (TFLOP/s/GPU): 387.5 | learning rate: 1.821900E-07 | decoupled learning rate: 4.554750E-07 | global batch size:    64 | lm loss: 1.962277E-01 | loss scale: 1.0 | grad norm: 11.751 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:06:49] iteration      140/30517578 | consumed samples:         8960 | elapsed time per iteration (ms): 34276.2 | throughput per GPU (TFLOP/s/GPU): 387.7 | learning rate: 1.835007E-07 | decoupled learning rate: 4.587518E-07 | global batch size:    64 | lm loss: 1.638009E-01 | loss scale: 1.0 | grad norm: 9.485 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:07:23] iteration      141/30517578 | consumed samples:         9024 | elapsed time per iteration (ms): 34380.6 | throughput per GPU (TFLOP/s/GPU): 386.5 | learning rate: 1.848114E-07 | decoupled learning rate: 4.620286E-07 | global batch size:    64 | lm loss: 1.722774E-01 | loss scale: 1.0 | grad norm: 9.945 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:07:58] iteration      142/30517578 | consumed samples:         9088 | elapsed time per iteration (ms): 34498.8 | throughput per GPU (TFLOP/s/GPU): 385.2 | learning rate: 1.861222E-07 | decoupled learning rate: 4.653054E-07 | global batch size:    64 | lm loss: 1.742096E-01 | loss scale: 1.0 | grad norm: 9.266 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:08:33] iteration      143/30517578 | consumed samples:         9152 | elapsed time per iteration (ms): 35167.7 | throughput per GPU (TFLOP/s/GPU): 377.9 | learning rate: 1.874329E-07 | decoupled learning rate: 4.685822E-07 | global batch size:    64 | lm loss: 1.608886E-01 | loss scale: 1.0 | grad norm: 9.455 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:09:08] iteration      144/30517578 | consumed samples:         9216 | elapsed time per iteration (ms): 35088.5 | throughput per GPU (TFLOP/s/GPU): 378.7 | learning rate: 1.887436E-07 | decoupled learning rate: 4.718590E-07 | global batch size:    64 | lm loss: 1.564204E-01 | loss scale: 1.0 | grad norm: 8.904 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:09:43] iteration      145/30517578 | consumed samples:         9280 | elapsed time per iteration (ms): 34582.7 | throughput per GPU (TFLOP/s/GPU): 384.3 | learning rate: 1.900543E-07 | decoupled learning rate: 4.751358E-07 | global batch size:    64 | lm loss: 1.535417E-01 | loss scale: 1.0 | grad norm: 8.696 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:10:18] iteration      146/30517578 | consumed samples:         9344 | elapsed time per iteration (ms): 35557.6 | throughput per GPU (TFLOP/s/GPU): 373.7 | learning rate: 1.913650E-07 | decoupled learning rate: 4.784126E-07 | global batch size:    64 | lm loss: 1.413563E-01 | loss scale: 1.0 | grad norm: 11.387 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:10:53] iteration      147/30517578 | consumed samples:         9408 | elapsed time per iteration (ms): 34801.1 | throughput per GPU (TFLOP/s/GPU): 381.8 | learning rate: 1.926757E-07 | decoupled learning rate: 4.816894E-07 | global batch size:    64 | lm loss: 1.358201E-01 | loss scale: 1.0 | grad norm: 8.227 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:11:27] iteration      148/30517578 | consumed samples:         9472 | elapsed time per iteration (ms): 34033.4 | throughput per GPU (TFLOP/s/GPU): 390.5 | learning rate: 1.939865E-07 | decoupled learning rate: 4.849662E-07 | global batch size:    64 | lm loss: 1.422215E-01 | loss scale: 1.0 | grad norm: 8.128 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:12:01] iteration      149/30517578 | consumed samples:         9536 | elapsed time per iteration (ms): 34237.9 | throughput per GPU (TFLOP/s/GPU): 388.1 | learning rate: 1.952972E-07 | decoupled learning rate: 4.882430E-07 | global batch size:    64 | lm loss: 1.289706E-01 | loss scale: 1.0 | grad norm: 8.176 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:12:37] iteration      150/30517578 | consumed samples:         9600 | elapsed time per iteration (ms): 36312.7 | throughput per GPU (TFLOP/s/GPU): 365.9 | learning rate: 1.966079E-07 | decoupled learning rate: 4.915197E-07 | global batch size:    64 | lm loss: 1.185027E-01 | loss scale: 1.0 | grad norm: 13.757 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:13:14] iteration      151/30517578 | consumed samples:         9664 | elapsed time per iteration (ms): 36811.9 | throughput per GPU (TFLOP/s/GPU): 361.0 | learning rate: 1.979186E-07 | decoupled learning rate: 4.947965E-07 | global batch size:    64 | lm loss: 1.249840E-01 | loss scale: 1.0 | grad norm: 7.985 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:13:51] iteration      152/30517578 | consumed samples:         9728 | elapsed time per iteration (ms): 36481.8 | throughput per GPU (TFLOP/s/GPU): 364.3 | learning rate: 1.992293E-07 | decoupled learning rate: 4.980733E-07 | global batch size:    64 | lm loss: 1.256873E-01 | loss scale: 1.0 | grad norm: 7.523 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:14:26] iteration      153/30517578 | consumed samples:         9792 | elapsed time per iteration (ms): 35354.9 | throughput per GPU (TFLOP/s/GPU): 375.9 | learning rate: 2.005401E-07 | decoupled learning rate: 5.013501E-07 | global batch size:    64 | lm loss: 1.148404E-01 | loss scale: 1.0 | grad norm: 6.885 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:15:03] iteration      154/30517578 | consumed samples:         9856 | elapsed time per iteration (ms): 36533.0 | throughput per GPU (TFLOP/s/GPU): 363.7 | learning rate: 2.018508E-07 | decoupled learning rate: 5.046269E-07 | global batch size:    64 | lm loss: 1.077991E-01 | loss scale: 1.0 | grad norm: 9.951 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:15:39] iteration      155/30517578 | consumed samples:         9920 | elapsed time per iteration (ms): 36420.2 | throughput per GPU (TFLOP/s/GPU): 364.9 | learning rate: 2.031615E-07 | decoupled learning rate: 5.079037E-07 | global batch size:    64 | lm loss: 1.191623E-01 | loss scale: 1.0 | grad norm: 8.209 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:16:15] iteration      156/30517578 | consumed samples:         9984 | elapsed time per iteration (ms): 36199.5 | throughput per GPU (TFLOP/s/GPU): 367.1 | learning rate: 2.044722E-07 | decoupled learning rate: 5.111805E-07 | global batch size:    64 | lm loss: 1.100540E-01 | loss scale: 1.0 | grad norm: 6.334 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:16:53] iteration      157/30517578 | consumed samples:        10048 | elapsed time per iteration (ms): 37353.4 | throughput per GPU (TFLOP/s/GPU): 355.8 | learning rate: 2.057829E-07 | decoupled learning rate: 5.144573E-07 | global batch size:    64 | lm loss: 1.008095E-01 | loss scale: 1.0 | grad norm: 5.627 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:17:30] iteration      158/30517578 | consumed samples:        10112 | elapsed time per iteration (ms): 36954.4 | throughput per GPU (TFLOP/s/GPU): 359.6 | learning rate: 2.070936E-07 | decoupled learning rate: 5.177341E-07 | global batch size:    64 | lm loss: 1.030031E-01 | loss scale: 1.0 | grad norm: 20.138 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:18:05] iteration      159/30517578 | consumed samples:        10176 | elapsed time per iteration (ms): 35202.6 | throughput per GPU (TFLOP/s/GPU): 377.5 | learning rate: 2.084044E-07 | decoupled learning rate: 5.210109E-07 | global batch size:    64 | lm loss: 1.004276E-01 | loss scale: 1.0 | grad norm: 7.100 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:18:39] iteration      160/30517578 | consumed samples:        10240 | elapsed time per iteration (ms): 33961.4 | throughput per GPU (TFLOP/s/GPU): 391.3 | learning rate: 2.097151E-07 | decoupled learning rate: 5.242877E-07 | global batch size:    64 | lm loss: 1.020638E-01 | loss scale: 1.0 | grad norm: 6.451 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:19:13] iteration      161/30517578 | consumed samples:        10304 | elapsed time per iteration (ms): 34316.9 | throughput per GPU (TFLOP/s/GPU): 387.2 | learning rate: 2.110258E-07 | decoupled learning rate: 5.275645E-07 | global batch size:    64 | lm loss: 9.458319E-02 | loss scale: 1.0 | grad norm: 5.845 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:19:48] iteration      162/30517578 | consumed samples:        10368 | elapsed time per iteration (ms): 34675.1 | throughput per GPU (TFLOP/s/GPU): 383.2 | learning rate: 2.123365E-07 | decoupled learning rate: 5.308413E-07 | global batch size:    64 | lm loss: 1.081798E-01 | loss scale: 1.0 | grad norm: 6.962 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:20:24] iteration      163/30517578 | consumed samples:        10432 | elapsed time per iteration (ms): 36101.1 | throughput per GPU (TFLOP/s/GPU): 368.1 | learning rate: 2.136473E-07 | decoupled learning rate: 5.341181E-07 | global batch size:    64 | lm loss: 9.362694E-02 | loss scale: 1.0 | grad norm: 5.982 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:20:59] iteration      164/30517578 | consumed samples:        10496 | elapsed time per iteration (ms): 35643.3 | throughput per GPU (TFLOP/s/GPU): 372.8 | learning rate: 2.149580E-07 | decoupled learning rate: 5.373949E-07 | global batch size:    64 | lm loss: 9.481034E-02 | loss scale: 1.0 | grad norm: 5.394 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:21:35] iteration      165/30517578 | consumed samples:        10560 | elapsed time per iteration (ms): 35952.1 | throughput per GPU (TFLOP/s/GPU): 369.6 | learning rate: 2.162687E-07 | decoupled learning rate: 5.406717E-07 | global batch size:    64 | lm loss: 8.236950E-02 | loss scale: 1.0 | grad norm: 5.716 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:22:10] iteration      166/30517578 | consumed samples:        10624 | elapsed time per iteration (ms): 34797.7 | throughput per GPU (TFLOP/s/GPU): 381.9 | learning rate: 2.175794E-07 | decoupled learning rate: 5.439485E-07 | global batch size:    64 | lm loss: 9.588373E-02 | loss scale: 1.0 | grad norm: 6.086 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:22:46] iteration      167/30517578 | consumed samples:        10688 | elapsed time per iteration (ms): 35643.7 | throughput per GPU (TFLOP/s/GPU): 372.8 | learning rate: 2.188901E-07 | decoupled learning rate: 5.472253E-07 | global batch size:    64 | lm loss: 7.446335E-02 | loss scale: 1.0 | grad norm: 4.609 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:23:21] iteration      168/30517578 | consumed samples:        10752 | elapsed time per iteration (ms): 35195.4 | throughput per GPU (TFLOP/s/GPU): 377.6 | learning rate: 2.202008E-07 | decoupled learning rate: 5.505021E-07 | global batch size:    64 | lm loss: 7.738808E-02 | loss scale: 1.0 | grad norm: 5.029 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:23:57] iteration      169/30517578 | consumed samples:        10816 | elapsed time per iteration (ms): 35981.3 | throughput per GPU (TFLOP/s/GPU): 369.3 | learning rate: 2.215116E-07 | decoupled learning rate: 5.537789E-07 | global batch size:    64 | lm loss: 8.021113E-02 | loss scale: 1.0 | grad norm: 8.986 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:24:32] iteration      170/30517578 | consumed samples:        10880 | elapsed time per iteration (ms): 35299.4 | throughput per GPU (TFLOP/s/GPU): 376.5 | learning rate: 2.228223E-07 | decoupled learning rate: 5.570557E-07 | global batch size:    64 | lm loss: 8.557431E-02 | loss scale: 1.0 | grad norm: 5.957 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:25:07] iteration      171/30517578 | consumed samples:        10944 | elapsed time per iteration (ms): 34923.0 | throughput per GPU (TFLOP/s/GPU): 380.5 | learning rate: 2.241330E-07 | decoupled learning rate: 5.603325E-07 | global batch size:    64 | lm loss: 8.694720E-02 | loss scale: 1.0 | grad norm: 5.830 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:25:43] iteration      172/30517578 | consumed samples:        11008 | elapsed time per iteration (ms): 35629.4 | throughput per GPU (TFLOP/s/GPU): 373.0 | learning rate: 2.254437E-07 | decoupled learning rate: 5.636093E-07 | global batch size:    64 | lm loss: 6.953167E-02 | loss scale: 1.0 | grad norm: 4.310 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:26:18] iteration      173/30517578 | consumed samples:        11072 | elapsed time per iteration (ms): 35523.4 | throughput per GPU (TFLOP/s/GPU): 374.1 | learning rate: 2.267544E-07 | decoupled learning rate: 5.668861E-07 | global batch size:    64 | lm loss: 7.174592E-02 | loss scale: 1.0 | grad norm: 4.300 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:26:53] iteration      174/30517578 | consumed samples:        11136 | elapsed time per iteration (ms): 34976.5 | throughput per GPU (TFLOP/s/GPU): 379.9 | learning rate: 2.280652E-07 | decoupled learning rate: 5.701629E-07 | global batch size:    64 | lm loss: 7.599811E-02 | loss scale: 1.0 | grad norm: 6.953 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:27:29] iteration      175/30517578 | consumed samples:        11200 | elapsed time per iteration (ms): 35574.4 | throughput per GPU (TFLOP/s/GPU): 373.5 | learning rate: 2.293759E-07 | decoupled learning rate: 5.734397E-07 | global batch size:    64 | lm loss: 7.204043E-02 | loss scale: 1.0 | grad norm: 5.153 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:28:04] iteration      176/30517578 | consumed samples:        11264 | elapsed time per iteration (ms): 34635.7 | throughput per GPU (TFLOP/s/GPU): 383.7 | learning rate: 2.306866E-07 | decoupled learning rate: 5.767165E-07 | global batch size:    64 | lm loss: 6.466918E-02 | loss scale: 1.0 | grad norm: 4.438 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:28:39] iteration      177/30517578 | consumed samples:        11328 | elapsed time per iteration (ms): 35276.8 | throughput per GPU (TFLOP/s/GPU): 376.7 | learning rate: 2.319973E-07 | decoupled learning rate: 5.799933E-07 | global batch size:    64 | lm loss: 6.958955E-02 | loss scale: 1.0 | grad norm: 8.100 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:29:14] iteration      178/30517578 | consumed samples:        11392 | elapsed time per iteration (ms): 34842.9 | throughput per GPU (TFLOP/s/GPU): 381.4 | learning rate: 2.333080E-07 | decoupled learning rate: 5.832701E-07 | global batch size:    64 | lm loss: 6.866901E-02 | loss scale: 1.0 | grad norm: 4.310 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:29:48] iteration      179/30517578 | consumed samples:        11456 | elapsed time per iteration (ms): 33824.1 | throughput per GPU (TFLOP/s/GPU): 392.9 | learning rate: 2.346188E-07 | decoupled learning rate: 5.865469E-07 | global batch size:    64 | lm loss: 6.660475E-02 | loss scale: 1.0 | grad norm: 3.560 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:30:21] iteration      180/30517578 | consumed samples:        11520 | elapsed time per iteration (ms): 33841.5 | throughput per GPU (TFLOP/s/GPU): 392.7 | learning rate: 2.359295E-07 | decoupled learning rate: 5.898237E-07 | global batch size:    64 | lm loss: 6.003654E-02 | loss scale: 1.0 | grad norm: 4.486 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:30:55] iteration      181/30517578 | consumed samples:        11584 | elapsed time per iteration (ms): 33882.8 | throughput per GPU (TFLOP/s/GPU): 392.2 | learning rate: 2.372402E-07 | decoupled learning rate: 5.931005E-07 | global batch size:    64 | lm loss: 6.192518E-02 | loss scale: 1.0 | grad norm: 4.692 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:31:29] iteration      182/30517578 | consumed samples:        11648 | elapsed time per iteration (ms): 34010.4 | throughput per GPU (TFLOP/s/GPU): 390.7 | learning rate: 2.385509E-07 | decoupled learning rate: 5.963773E-07 | global batch size:    64 | lm loss: 5.936116E-02 | loss scale: 1.0 | grad norm: 3.646 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:32:03] iteration      183/30517578 | consumed samples:        11712 | elapsed time per iteration (ms): 33979.2 | throughput per GPU (TFLOP/s/GPU): 391.1 | learning rate: 2.398616E-07 | decoupled learning rate: 5.996541E-07 | global batch size:    64 | lm loss: 5.625871E-02 | loss scale: 1.0 | grad norm: 5.657 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:32:37] iteration      184/30517578 | consumed samples:        11776 | elapsed time per iteration (ms): 34042.5 | throughput per GPU (TFLOP/s/GPU): 390.4 | learning rate: 2.411724E-07 | decoupled learning rate: 6.029309E-07 | global batch size:    64 | lm loss: 6.259236E-02 | loss scale: 1.0 | grad norm: 4.445 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:33:12] iteration      185/30517578 | consumed samples:        11840 | elapsed time per iteration (ms): 34636.1 | throughput per GPU (TFLOP/s/GPU): 383.7 | learning rate: 2.424831E-07 | decoupled learning rate: 6.062077E-07 | global batch size:    64 | lm loss: 5.396049E-02 | loss scale: 1.0 | grad norm: 3.284 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:33:48] iteration      186/30517578 | consumed samples:        11904 | elapsed time per iteration (ms): 35860.2 | throughput per GPU (TFLOP/s/GPU): 370.6 | learning rate: 2.437938E-07 | decoupled learning rate: 6.094845E-07 | global batch size:    64 | lm loss: 4.924352E-02 | loss scale: 1.0 | grad norm: 3.823 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:34:22] iteration      187/30517578 | consumed samples:        11968 | elapsed time per iteration (ms): 34584.0 | throughput per GPU (TFLOP/s/GPU): 384.2 | learning rate: 2.451045E-07 | decoupled learning rate: 6.127613E-07 | global batch size:    64 | lm loss: 5.058514E-02 | loss scale: 1.0 | grad norm: 3.329 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:34:58] iteration      188/30517578 | consumed samples:        12032 | elapsed time per iteration (ms): 35447.5 | throughput per GPU (TFLOP/s/GPU): 374.9 | learning rate: 2.464152E-07 | decoupled learning rate: 6.160381E-07 | global batch size:    64 | lm loss: 5.518344E-02 | loss scale: 1.0 | grad norm: 3.683 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:35:33] iteration      189/30517578 | consumed samples:        12096 | elapsed time per iteration (ms): 34849.3 | throughput per GPU (TFLOP/s/GPU): 381.3 | learning rate: 2.477259E-07 | decoupled learning rate: 6.193149E-07 | global batch size:    64 | lm loss: 4.814711E-02 | loss scale: 1.0 | grad norm: 3.294 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-16 19:36:07] iteration      190/30517578 | consumed samples:        12160 | elapsed time per iteration (ms): 34772.8 | throughput per GPU (TFLOP/s/GPU): 382.2 | learning rate: 2.490367E-07 | decoupled learning rate: 6.225917E-07 | global batch size:    64 | lm loss: 4.730254E-02 | loss scale: 1.0 | grad norm: 5.760 | number of skipped iterations:   0 | number of nan iterations:   0 |
